VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,Total renewable water resources,Dependency ratio,Netherlands (Kingdom of the),2020,87.91208791,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Netherlands (Kingdom of the),2021,87.91208791,%,I,False
Water resources,Total renewable water resources,Dependency ratio,New Zealand,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,New Zealand,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,New Zealand,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Nicaragua,2019,5.051057622,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Nicaragua,2020,5.051057622,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Nicaragua,2021,5.051057622,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Niger,2019,89.72099853,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Niger,2020,89.72099853,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Niger,2021,89.72099853,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Nigeria,2019,22.78127184,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Nigeria,2020,22.78127184,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Nigeria,2021,22.78127184,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Niue,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Niue,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Niue,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,North Macedonia,2019,15.625,%,I,False
Water resources,Total renewable water resources,Dependency ratio,North Macedonia,2020,15.625,%,I,False
Water resources,Total renewable water resources,Dependency ratio,North Macedonia,2021,15.625,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Norway,2019,2.798982188,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Norway,2020,2.798982188,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Norway,2021,2.798982188,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Oman,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Oman,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Oman,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Pakistan,2019,77.71474878,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Pakistan,2020,77.71474878,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Pakistan,2021,77.71474878,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Palau,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Palau,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Palau,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Palestine,2019,2.986857826,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Palestine,2020,2.986857826,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Palestine,2021,2.986857826,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Panama,2019,1.941078505,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Panama,2020,1.941078505,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Panama,2021,1.941078505,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Papua New Guinea,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Papua New Guinea,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Papua New Guinea,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Paraguay,2019,69.82747505,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Paraguay,2020,69.82747505,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Paraguay,2021,69.82747505,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Peru,2019,12.70347909,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Peru,2020,12.70347909,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Peru,2021,12.70347909,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Philippines,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Philippines,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Philippines,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Poland,2019,11.40495868,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Poland,2020,11.40495868,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Poland,2021,11.40495868,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Portugal,2019,50.90439277,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Portugal,2020,50.90439277,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Portugal,2021,50.90439277,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Puerto Rico,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Puerto Rico,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Puerto Rico,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Qatar,2019,3.448275862,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Qatar,2020,3.448275862,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Qatar,2021,3.448275862,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Republic of Korea,2019,6.958393113,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Republic of Korea,2020,6.958393113,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Republic of Korea,2021,6.958393113,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Republic of Moldova,2019,86.79706602,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Republic of Moldova,2020,86.79706602,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Republic of Moldova,2021,86.79706602,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Romania,2019,80.01037687,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Romania,2020,80.01037687,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Romania,2021,80.01037687,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Russian Federation,2019,4.716552737,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Russian Federation,2020,4.716552737,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Russian Federation,2021,4.716552737,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Rwanda,2019,28.57142857,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Rwanda,2020,28.57142857,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Rwanda,2021,28.57142857,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Kitts and Nevis,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Kitts and Nevis,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Kitts and Nevis,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Lucia,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Lucia,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Lucia,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Vincent and the Grenadines,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Vincent and the Grenadines,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saint Vincent and the Grenadines,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Samoa,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Samoa,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Samoa,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sao Tome and Principe,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sao Tome and Principe,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sao Tome and Principe,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saudi Arabia,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saudi Arabia,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Saudi Arabia,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Senegal,2019,33.7952271,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Senegal,2020,33.7952271,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Senegal,2021,33.7952271,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Seychelles,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Seychelles,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Seychelles,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sierra Leone,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sierra Leone,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sierra Leone,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Singapore,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Singapore,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Singapore,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Slovakia,2019,74.8502994,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Slovakia,2020,74.8502994,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Slovakia,2021,74.8502994,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Slovenia,2019,41.41826169,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Slovenia,2020,41.41826169,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Slovenia,2021,41.41826169,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Solomon Islands,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Solomon Islands,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Solomon Islands,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Somalia,2019,59.18367347,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Somalia,2020,59.18367347,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Somalia,2021,59.18367347,%,I,False
Water resources,Total renewable water resources,Dependency ratio,South Africa,2019,12.84046693,%,I,False
Water resources,Total renewable water resources,Dependency ratio,South Africa,2020,12.84046693,%,I,False
Water resources,Total renewable water resources,Dependency ratio,South Africa,2021,12.84046693,%,I,False
Water resources,Total renewable water resources,Dependency ratio,South Sudan,2019,65.78947368,%,I,False
Water resources,Total renewable water resources,Dependency ratio,South Sudan,2020,65.78947368,%,I,False
Water resources,Total renewable water resources,Dependency ratio,South Sudan,2021,65.78947368,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Spain,2019,0.269058296,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Spain,2020,0.269058296,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Spain,2021,0.269058296,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sri Lanka,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sri Lanka,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sri Lanka,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sudan,2019,96.12778316,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sudan,2020,96.12778316,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sudan,2021,96.12778316,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Suriname,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Suriname,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Suriname,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sweden,2019,1.724137931,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sweden,2020,1.724137931,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Sweden,2021,1.724137931,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Switzerland,2019,24.48598131,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Switzerland,2020,24.48598131,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Switzerland,2021,24.48598131,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Syrian Arab Republic,2019,72.35873188,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Syrian Arab Republic,2020,72.35873188,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Syrian Arab Republic,2021,72.35873188,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tajikistan,2019,17.33750163,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tajikistan,2020,17.33750163,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tajikistan,2021,17.33750163,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Thailand,2019,48.81329655,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Thailand,2020,48.81329655,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Thailand,2021,48.81329655,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Timor-Leste,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Timor-Leste,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Timor-Leste,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Togo,2019,21.76870748,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Togo,2020,21.76870748,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Togo,2021,21.76870748,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tokelau,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tokelau,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tokelau,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tonga,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tonga,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tonga,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Trinidad and Tobago,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Trinidad and Tobago,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Trinidad and Tobago,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tunisia,2019,9.100758396,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tunisia,2020,9.100758396,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tunisia,2021,9.100758396,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Turkmenistan,2019,96.99561638,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Turkmenistan,2020,96.99561638,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Turkmenistan,2021,96.99561638,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tuvalu,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tuvalu,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Tuvalu,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Türkiye,2019,1.518438178,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Türkiye,2020,1.518438178,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Türkiye,2021,1.518438178,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uganda,2019,35.10815308,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uganda,2020,35.10815308,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uganda,2021,35.10815308,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Ukraine,2019,68.56458238,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Ukraine,2020,68.56458238,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Ukraine,2021,68.56458238,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Arab Emirates,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Arab Emirates,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Arab Emirates,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Kingdom of Great Britain and Northern Ireland,2019,1.360544218,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Kingdom of Great Britain and Northern Ireland,2020,1.360544218,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Kingdom of Great Britain and Northern Ireland,2021,1.360544218,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Republic of Tanzania,2019,12.74540355,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Republic of Tanzania,2020,12.74540355,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United Republic of Tanzania,2021,12.74540355,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United States of America,2019,8.178559791,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United States of America,2020,8.178559791,%,I,False
Water resources,Total renewable water resources,Dependency ratio,United States of America,2021,8.178559791,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uruguay,2019,46.45760743,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uruguay,2020,46.45760743,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uruguay,2021,46.45760743,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uzbekistan,2019,80.07074033,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uzbekistan,2020,80.07074033,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Uzbekistan,2021,80.07074033,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Vanuatu,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Vanuatu,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Vanuatu,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Venezuela (Bolivarian Republic of),2019,39.24528302,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Venezuela (Bolivarian Republic of),2020,39.24528302,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Venezuela (Bolivarian Republic of),2021,39.24528302,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Viet Nam,2019,59.34714745,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Viet Nam,2020,59.34714745,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Viet Nam,2021,59.34714745,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Yemen,2019,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Yemen,2020,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Yemen,2021,0,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Zambia,2019,23.47328244,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Zambia,2020,23.47328244,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Zambia,2021,23.47328244,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Zimbabwe,2019,38.7,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Zimbabwe,2020,38.7,%,I,False
Water resources,Total renewable water resources,Dependency ratio,Zimbabwe,2021,38.7,%,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Afghanistan,2019,1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Afghanistan,2020,1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Afghanistan,2021,1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Albania,2019,2.35,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Albania,2020,2.35,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Albania,2021,2.35,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Algeria,2019,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Algeria,2020,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Algeria,2021,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Angola,2019,55,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Angola,2020,55,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Angola,2021,55,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Argentina,2019,112,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Argentina,2020,112,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Argentina,2021,112,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Armenia,2019,1.4,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Armenia,2020,1.4,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Armenia,2021,1.4,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Australia,2019,20,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Australia,2020,20,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Australia,2021,20,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Austria,2019,6,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Austria,2020,6,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Austria,2021,6,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Azerbaijan,2019,4.35,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Azerbaijan,2020,4.35,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Azerbaijan,2021,4.35,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bahrain,2019,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bahrain,2020,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bahrain,2021,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bangladesh,2019,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bangladesh,2020,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bangladesh,2021,0,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Barbados,2019,0.002,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Barbados,2020,0.002,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Barbados,2021,0.002,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belarus,2019,15.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belarus,2020,15.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belarus,2021,15.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belgium,2019,0.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belgium,2020,0.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belgium,2021,0.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belize,2019,7.51,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belize,2020,7.51,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Belize,2021,7.51,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Benin,2019,1.5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Benin,2020,1.5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Benin,2021,1.5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bhutan,2019,8.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bhutan,2020,8.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bhutan,2021,8.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bolivia (Plurinational State of),2019,103.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bolivia (Plurinational State of),2020,103.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bolivia (Plurinational State of),2021,103.9,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bosnia and Herzegovina,2019,10.41,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bosnia and Herzegovina,2020,10.41,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bosnia and Herzegovina,2021,10.41,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Botswana,2019,0.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Botswana,2020,0.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Botswana,2021,0.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Brazil,2019,645.6,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Brazil,2020,645.6,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Brazil,2021,645.6,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Brunei Darussalam,2019,0.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Brunei Darussalam,2020,0.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Brunei Darussalam,2021,0.1,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bulgaria,2019,5.5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bulgaria,2020,5.5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Bulgaria,2021,5.5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Burkina Faso,2019,5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Burkina Faso,2020,5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Burkina Faso,2021,5,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Burundi,2019,7.47,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Burundi,2020,7.47,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Burundi,2021,7.47,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cabo Verde,2019,0.005,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cabo Verde,2020,0.005,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cabo Verde,2021,0.005,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cambodia,2019,13,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cambodia,2020,13,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cambodia,2021,13,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cameroon,2019,95,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cameroon,2020,95,10^9 m3/year,I,False
Water resources,Total renewable water resources,Overlap: between surface water and groundwater,Cameroon,2021,95,10^9 m3/year,I,False
