# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-12-30 09:17:43 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08064550 Richland-Chambers Res nr Kerens, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08064550
#            TS   parameter     statistic     Description
#        133900       00054     00001     Reservoir storage, acre-feet (Maximum)
#        133901       00054     00002     Reservoir storage, acre-feet (Minimum)
#        133902       00054     00003     Reservoir storage, acre-feet (Mean)
#        133903       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#        133904       62614     00001     Lake or reservoir water surface elevation above NGVD 1929, feet (Maximum)
#        133905       62614     00002     Lake or reservoir water surface elevation above NGVD 1929, feet (Minimum)
#        133906       62614     00003     Lake or reservoir water surface elevation above NGVD 1929, feet (Mean)
#        133907       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	133900_00054_00001	133900_00054_00001_cd	133901_00054_00002	133901_00054_00002_cd	133902_00054_00003	133902_00054_00003_cd	133904_62614_00001	133904_62614_00001_cd	133905_62614_00002	133905_62614_00002_cd	133906_62614_00003	133906_62614_00003_cd
USGS	08064550	2023-06-28	1123000	A	1121000	A	1122000	A	314.95	A	314.90	A	314.92	A
USGS	08064550	2023-06-29	1121000	A	1120000	A	1120000	A	314.90	A	314.87	A	314.88	A
USGS	08064550	2023-06-30	1120000	A	1118000	A	1119000	A	314.88	A	314.83	A	314.85	A
USGS	08064550	2023-07-01	1119000	A	1116000	A	1117000	A	314.85	A	314.79	A	314.82	A
USGS	08064550	2023-07-02	1117000	A	1115000	A	1116000	A	314.81	A	314.76	A	314.78	A
USGS	08064550	2023-07-03	1115000	A	1113000	A	1115000	A	314.77	A	314.71	A	314.76	A
USGS	08064550	2023-07-04	1116000	A	1111000	A	1114000	A	314.79	A	314.67	A	314.74	A
USGS	08064550	2023-07-05	1114000	A	1112000	A	1113000	A	314.74	A	314.70	A	314.72	A
USGS	08064550	2023-07-06	1113000	A	1111000	A	1112000	A	314.71	A	314.66	A	314.69	A
USGS	08064550	2023-07-07	1111000	A	1109000	A	1110000	A	314.67	A	314.63	A	314.65	A
USGS	08064550	2023-07-08	1110000	A	1107000	A	1109000	A	314.64	A	314.58	A	314.61	A
USGS	08064550	2023-07-09	1109000	A	1106000	A	1107000	A	314.61	A	314.55	A	314.58	A
USGS	08064550	2023-07-10	1106000	A	1105000	A	1106000	A	314.56	A	314.53	A	314.54	A
USGS	08064550	2023-07-11	1106000	A	1104000	A	1105000	A	314.56	A	314.50	A	314.52	A
USGS	08064550	2023-07-12	1105000	A	1103000	A	1104000	A	314.52	A	314.47	A	314.50	A
USGS	08064550	2023-07-13	1104000	A	1102000	A	1102000	A	314.51	A	314.45	A	314.47	A
USGS	08064550	2023-07-14	1102000	A	1100000	A	1101000	A	314.46	A	314.41	A	314.43	A
USGS	08064550	2023-07-15	1100000	A	1099000	A	1099000	A	314.42	A	314.38	A	314.39	A
USGS	08064550	2023-07-16	1099000	A	1096000	A	1098000	A	314.38	A	314.31	A	314.36	A
USGS	08064550	2023-07-17	1097000	A	1096000	A	1096000	A	314.34	A	314.31	A	314.33	A
USGS	08064550	2023-07-18	1096000	A	1094000	A	1095000	A	314.32	A	314.28	A	314.30	A
USGS	08064550	2023-07-19	1095000	A	1092000	A	1093000	A	314.29	A	314.23	A	314.26	A
USGS	08064550	2023-07-20	1093000	A	1091000	A	1091000	A	314.24	A	314.19	A	314.21	A
USGS	08064550	2023-07-21	1091000	A	1089000	A	1090000	A	314.20	A	314.16	A	314.17	A
USGS	08064550	2023-07-22	1089000	A	1087000	A	1088000	A	314.16	A	314.10	A	314.13	A
USGS	08064550	2023-07-23	1087000	A	1086000	A	1087000	A	314.11	A	314.08	A	314.10	A
USGS	08064550	2023-07-24	1086000	A	1084000	A	1085000	A	314.08	A	314.04	A	314.06	A
USGS	08064550	2023-07-25	1085000	A	1083000	A	1084000	A	314.05	A	314.02	A	314.03	A
USGS	08064550	2023-07-26	1083000	A	1082000	A	1082000	A	314.02	A	313.98	A	314.00	A
USGS	08064550	2023-07-27	1082000	A	1080000	A	1081000	A	313.99	A	313.95	A	313.96	A
USGS	08064550	2023-07-28	1081000	A	1079000	A	1080000	A	313.96	A	313.92	A	313.93	A
USGS	08064550	2023-07-29	1080000	A	1078000	A	1079000	A	313.93	A	313.89	A	313.91	A
USGS	08064550	2023-07-30	1078000	A	1076000	A	1077000	A	313.90	A	313.85	A	313.87	A
USGS	08064550	2023-07-31	1076000	A	1074000	A	1076000	A	313.85	A	313.81	A	313.84	A
USGS	08064550	2023-08-01	1074000	A	1074000	A	1074000	A	313.81	A	313.79	A	313.80	A
USGS	08064550	2023-08-02	1074000	A	1073000	A	1073000	A	313.80	A	313.77	A	313.78	A
USGS	08064550	2023-08-03	1073000	A	1071000	A	1072000	A	313.78	A	313.73	A	313.75	A
USGS	08064550	2023-08-04	1072000	A	1069000	A	1070000	A	313.75	A	313.69	A	313.72	A
USGS	08064550	2023-08-05	1070000	A	1068000	A	1069000	A	313.71	A	313.66	A	313.68	A
USGS	08064550	2023-08-06	1069000	A	1067000	A	1067000	A	313.68	A	313.63	A	313.64	A
USGS	08064550	2023-08-07	1068000	A	1065000	A	1066000	A	313.65	A	313.59	A	313.61	A
USGS	08064550	2023-08-08	1066000	A	1063000	A	1064000	A	313.62	A	313.54	A	313.57	A
USGS	08064550	2023-08-09	1065000	A	1061000	A	1063000	A	313.59	A	313.50	A	313.54	A
USGS	08064550	2023-08-10	1062000	A	1059000	A	1061000	A	313.53	A	313.46	A	313.48	A
USGS	08064550	2023-08-11	1061000	A	1058000	A	1059000	A	313.49	A	313.43	A	313.45	A
USGS	08064550	2023-08-12	1059000	A	1056000	A	1058000	A	313.45	A	313.39	A	313.41	A
USGS	08064550	2023-08-13	1057000	A	1055000	A	1056000	A	313.41	A	313.36	A	313.38	A
USGS	08064550	2023-08-14	1056000	A	1052000	A	1054000	A	313.37	A	313.28	A	313.34	A
USGS	08064550	2023-08-15	1054000	A	1051000	A	1052000	A	313.33	A	313.27	A	313.29	A
USGS	08064550	2023-08-16	1051000	A	1050000	A	1051000	A	313.27	A	313.24	A	313.26	A
USGS	08064550	2023-08-17	1050000	A	1049000	A	1049000	A	313.24	A	313.21	A	313.22	A
USGS	08064550	2023-08-18	1049000	A	1048000	A	1049000	A	313.22	A	313.19	A	313.20	A
USGS	08064550	2023-08-19	1048000	A	1047000	A	1047000	A	313.20	A	313.16	A	313.18	A
USGS	08064550	2023-08-20	1047000	A	1045000	A	1046000	A	313.16	A	313.12	A	313.14	A
USGS	08064550	2023-08-21	1045000	A	1044000	A	1044000	A	313.12	A	313.09	A	313.11	A
USGS	08064550	2023-08-22	1044000	A	1043000	A	1044000	A	313.10	A	313.07	A	313.09	A
USGS	08064550	2023-08-23	1043000	A	1042000	A	1042000	A	313.08	A	313.05	A	313.06	A
USGS	08064550	2023-08-24	1042000	A	1041000	A	1041000	A	313.05	A	313.02	A	313.04	A
USGS	08064550	2023-08-25	1041000	A	1040000	A	1040000	A	313.02	A	313.00	A	313.01	A
USGS	08064550	2023-08-26	1040000	A	1039000	A	1040000	A	313.01	A	312.98	A	312.99	A
USGS	08064550	2023-08-27	1041000	A	1036000	A	1038000	A	313.02	A	312.91	A	312.97	A
USGS	08064550	2023-08-28	1041000	A	1038000	A	1040000	A	313.03	A	312.96	A	312.99	A
USGS	08064550	2023-08-29	1039000	A	1037000	A	1038000	A	312.98	A	312.94	A	312.96	A
USGS	08064550	2023-08-30	1038000	A	1036000	A	1037000	A	312.95	A	312.91	A	312.93	A
USGS	08064550	2023-08-31	1036000	A	1035000	A	1036000	A	312.92	A	312.88	A	312.91	A
USGS	08064550	2023-09-01	1035000	A	1033000	A	1034000	A	312.89	A	312.85	A	312.87	A
USGS	08064550	2023-09-02	1033000	A	1032000	A	1033000	A	312.85	A	312.82	A	312.84	A
USGS	08064550	2023-09-03	1033000	A	1030000	A	1032000	A	312.83	A	312.77	A	312.81	A
USGS	08064550	2023-09-04	1031000	A	1030000	A	1031000	A	312.80	A	312.76	A	312.78	A
USGS	08064550	2023-09-05	1030000	A	1029000	A	1030000	A	312.78	A	312.74	A	312.76	A
USGS	08064550	2023-09-06	1030000	A	1028000	A	1029000	A	312.76	A	312.72	A	312.74	A
USGS	08064550	2023-09-07	1029000	A	1027000	A	1028000	A	312.74	A	312.70	A	312.71	A
USGS	08064550	2023-09-08	1027000	A	1024000	A	1026000	A	312.71	A	312.63	A	312.69	A
USGS	08064550	2023-09-09	1029000	A	1024000	A	1026000	A	312.75	A	312.62	A	312.67	A
USGS	08064550	2023-09-10	1025000	A	1023000	A	1024000	A	312.65	A	312.61	A	312.63	A
USGS	08064550	2023-09-11	1024000	A	1022000	A	1023000	A	312.63	A	312.58	A	312.59	A
USGS	08064550	2023-09-12	1022000	A	1021000	A	1021000	A	312.59	A	312.55	A	312.57	A
USGS	08064550	2023-09-13	1021000	A	1019000	A	1020000	A	312.55	A	312.52	A	312.54	A
USGS	08064550	2023-09-14	1025000	A	1019000	A	1023000	A	312.66	A	312.51	A	312.59	A
USGS	08064550	2023-09-15	1026000	A	1024000	A	1025000	A	312.67	A	312.63	A	312.64	A
USGS	08064550	2023-09-16	1025000	A	1024000	A	1025000	A	312.65	A	312.63	A	312.64	A
USGS	08064550	2023-09-17	1024000	A	1024000	A	1024000	A	312.64	A	312.62	A	312.63	A
USGS	08064550	2023-09-18	1024000	A	1023000	A	1023000	A	312.62	A	312.60	A	312.61	A
USGS	08064550	2023-09-19	1023000	A	1021000	A	1022000	A	312.60	A	312.56	A	312.59	A
USGS	08064550	2023-09-20	1022000	A	1020000	A	1021000	A	312.59	A	312.54	A	312.55	A
USGS	08064550	2023-09-21	1020000	A	1019000	A	1020000	A	312.54	A	312.52	A	312.53	A
USGS	08064550	2023-09-22	1020000	A	1019000	A	1019000	A	312.53	A	312.51	A	312.52	A
USGS	08064550	2023-09-23	1019000	A	1019000	A	1019000	A	312.51	A	312.50	A	312.50	A
USGS	08064550	2023-09-24	1020000	A	1016000	A	1018000	A	312.53	A	312.43	A	312.48	A
USGS	08064550	2023-09-25	1020000	A	1015000	A	1018000	A	312.53	A	312.41	A	312.49	A
USGS	08064550	2023-09-26	1018000	A	1018000	A	1018000	A	312.49	A	312.48	A	312.49	A
USGS	08064550	2023-09-27	1018000	A	1017000	A	1017000	A	312.48	A	312.46	A	312.47	A
USGS	08064550	2023-09-28	1017000	A	1016000	A	1016000	A	312.46	A	312.44	A	312.45	A
USGS	08064550	2023-09-29	1016000	A	1015000	A	1015000	A	312.44	A	312.41	A	312.43	A
USGS	08064550	2023-09-30	1015000	A	1013000	A	1014000	A	312.41	A	312.38	A	312.40	A
USGS	08064550	2023-10-01	1014000	A	1013000	A	1013000	A	312.39	A	312.36	A	312.37	A
USGS	08064550	2023-10-02	1013000	A	1011000	A	1012000	A	312.36	A	312.32	A	312.34	A
USGS	08064550	2023-10-03	1011000	A	1010000	A	1010000	A	312.33	A	312.29	A	312.31	A
USGS	08064550	2023-10-04	1011000	A	1009000	A	1010000	A	312.33	A	312.27	A	312.30	A
USGS	08064550	2023-10-05	1016000	A	1009000	A	1014000	A	312.45	A	312.27	A	312.39	A
USGS	08064550	2023-10-06	1014000	A	1011000	A	1013000	A	312.39	A	312.33	A	312.37	A
USGS	08064550	2023-10-07	1012000	A	1010000	A	1011000	A	312.34	A	312.29	A	312.31	A
USGS	08064550	2023-10-08	1010000	A	1010000	A	1010000	A	312.30	A	312.29	A	312.29	A
USGS	08064550	2023-10-09	1010000	A	1008000	A	1009000	A	312.29	A	312.26	A	312.27	A
USGS	08064550	2023-10-10	1008000	A	1007000	A	1008000	A	312.26	A	312.23	A	312.24	A
USGS	08064550	2023-10-11	1007000	A	1005000	A	1006000	A	312.24	A	312.19	A	312.21	A
USGS	08064550	2023-10-12	1006000	A	1004000	A	1005000	A	312.20	A	312.17	A	312.18	A
USGS	08064550	2023-10-13	1005000	A	1003000	A	1004000	A	312.19	A	312.13	A	312.16	A
USGS	08064550	2023-10-14	1003000	A	1001000	A	1002000	A	312.13	A	312.09	A	312.11	A
USGS	08064550	2023-10-15	1001000	A	998000	A	999700	A	312.09	A	312.02	A	312.06	A
USGS	08064550	2023-10-16	998900	A	997600	A	998000	A	312.04	A	312.01	A	312.02	A
USGS	08064550	2023-10-17	997600	A	996800	A	997300	A	312.01	A	311.99	A	312.00	A
USGS	08064550	2023-10-18	997200	A	996400	A	996800	A	312.00	A	311.98	A	311.99	A
USGS	08064550	2023-10-19	996400	A	995200	A	995600	A	311.98	A	311.95	A	311.96	A
USGS	08064550	2023-10-20	995600	A	994800	A	995100	A	311.96	A	311.94	A	311.95	A
USGS	08064550	2023-10-21	995200	A	994400	A	994600	A	311.95	A	311.93	A	311.93	A
USGS	08064550	2023-10-22	994400	A	994100	A	994300	A	311.93	A	311.92	A	311.93	A
USGS	08064550	2023-10-23	994400	A	992900	A	993800	A	311.93	A	311.89	A	311.91	A
USGS	08064550	2023-10-24	994100	A	992500	A	993600	A	311.92	A	311.88	A	311.91	A
USGS	08064550	2023-10-25	996400	A	992100	A	993600	A	311.98	A	311.87	A	311.91	A
USGS	08064550	2023-10-26	1001000	A	994100	A	998400	A	312.08	A	311.92	A	312.03	A
USGS	08064550	2023-10-27	1010000	A	999700	A	1002000	A	312.29	A	312.06	A	312.12	A
USGS	08064550	2023-10-28	1011000	A	1008000	A	1009000	A	312.32	A	312.26	A	312.28	A
USGS	08064550	2023-10-29	1017000	A	1010000	A	1013000	A	312.46	A	312.30	A	312.38	A
USGS	08064550	2023-10-30	1023000	A	1015000	A	1020000	A	312.60	A	312.42	A	312.54	A
USGS	08064550	2023-10-31	1025000	A	1023000	A	1024000	A	312.65	A	312.60	A	312.62	A
USGS	08064550	2023-11-01	1027000	A	1024000	A	1025000	A	312.69	A	312.64	A	312.66	A
USGS	08064550	2023-11-02	1027000	A	1027000	A	1027000	A	312.71	A	312.69	A	312.69	A
USGS	08064550	2023-11-03	1028000	A	1027000	A	1028000	A	312.72	A	312.70	A	312.72	A
USGS	08064550	2023-11-04	1028000	A	1028000	A	1028000	A	312.73	A	312.72	A	312.73	A
USGS	08064550	2023-11-05	1030000	A	1028000	A	1029000	A	312.76	A	312.73	A	312.75	A
USGS	08064550	2023-11-06	1031000	A	1030000	A	1030000	A	312.80	A	312.76	A	312.78	A
USGS	08064550	2023-11-07	1032000	A	1030000	A	1031000	A	312.81	A	312.77	A	312.79	A
USGS	08064550	2023-11-08	1032000	A	1030000	A	1031000	A	312.81	A	312.78	A	312.80	A
USGS	08064550	2023-11-09	1033000	A	1030000	A	1031000	A	312.84	A	312.76	A	312.80	A
USGS	08064550	2023-11-10	1033000	A	1032000	A	1032000	A	312.84	A	312.81	A	312.83	A
USGS	08064550	2023-11-11	1033000	A	1032000	A	1032000	A	312.83	A	312.81	A	312.82	A
USGS	08064550	2023-11-12	1033000	A	1032000	A	1032000	A	312.83	A	312.81	A	312.82	A
USGS	08064550	2023-11-13	1032000	A	1031000	A	1031000	A	312.82	A	312.79	A	312.80	A
USGS	08064550	2023-11-14	1032000	A	1031000	A	1031000	A	312.81	A	312.79	A	312.80	A
USGS	08064550	2023-11-15	1031000	A	1030000	A	1031000	A	312.80	A	312.78	A	312.79	A
USGS	08064550	2023-11-16	1031000	A	1030000	A	1031000	A	312.79	A	312.78	A	312.78	A
USGS	08064550	2023-11-17	1031000	A	1030000	A	1030000	A	312.79	A	312.76	A	312.77	A
USGS	08064550	2023-11-18	1030000	A	1029000	A	1030000	A	312.77	A	312.75	A	312.76	A
USGS	08064550	2023-11-19	1030000	A	1027000	A	1029000	A	312.78	A	312.71	A	312.75	A
USGS	08064550	2023-11-20	1030000	A	1027000	A	1029000	A	312.78	A	312.71	A	312.75	A
USGS	08064550	2023-11-21	1030000	A	1026000	A	1027000	A	312.76	A	312.68	A	312.71	A
USGS	08064550	2023-11-22	1027000	A	1026000	A	1026000	A	312.70	A	312.67	A	312.68	A
USGS	08064550	2023-11-23	1026000	A	1025000	A	1026000	A	312.68	A	312.65	A	312.67	A
USGS	08064550	2023-11-24	1025000	A	1024000	A	1025000	A	312.66	A	312.63	A	312.64	A
USGS	08064550	2023-11-25	1025000	A	1023000	A	1024000	A	312.65	A	312.61	A	312.63	A
USGS	08064550	2023-11-26	1025000	A	1023000	A	1024000	A	312.65	A	312.60	A	312.62	A
USGS	08064550	2023-11-27	1023000	A	1022000	A	1022000	A	312.60	A	312.58	A	312.59	A
USGS	08064550	2023-11-28	1022000	A	1022000	A	1022000	A	312.59	A	312.58	A	312.58	A
USGS	08064550	2023-11-29	1022000	A	1021000	A	1022000	A	312.59	A	312.57	A	312.58	A
USGS	08064550	2023-11-30	1023000	A	1021000	A	1021000	A	312.60	A	312.56	A	312.57	A
USGS	08064550	2023-12-01	1022000	A	1021000	A	1021000	A	312.58	A	312.55	A	312.57	A
USGS	08064550	2023-12-02	1021000	A	1020000	A	1021000	A	312.56	A	312.54	A	312.55	A
USGS	08064550	2023-12-03	1021000	A	1020000	A	1020000	A	312.56	A	312.53	A	312.54	A
USGS	08064550	2023-12-04	1020000	A	1019000	A	1019000	A	312.54	A	312.50	A	312.51	A
USGS	08064550	2023-12-05	1020000	A	1017000	A	1018000	A	312.53	A	312.47	A	312.50	A
USGS	08064550	2023-12-06	1018000	A	1017000	A	1018000	A	312.49	A	312.47	A	312.48	A
USGS	08064550	2023-12-07	1018000	A	1016000	A	1017000	A	312.49	A	312.45	A	312.48	A
USGS	08064550	2023-12-08	1019000	A	1016000	A	1017000	A	312.52	A	312.44	A	312.47	A
USGS	08064550	2023-12-09	1018000	A	1015000	A	1016000	A	312.49	A	312.42	A	312.45	A
USGS	08064550	2023-12-10	1016000	A	1015000	A	1015000	A	312.43	A	312.41	A	312.42	A
USGS	08064550	2023-12-11	1015000	A	1014000	A	1014000	A	312.42	A	312.40	A	312.40	A
USGS	08064550	2023-12-12	1014000	A	1013000	A	1013000	A	312.40	A	312.36	A	312.38	A
USGS	08064550	2023-12-13	1013000	A	1011000	A	1012000	A	312.37	A	312.33	A	312.35	A
USGS	08064550	2023-12-14	1012000	A	1011000	A	1011000	A	312.34	A	312.32	A	312.33	A
USGS	08064550	2023-12-15	1013000	A	1010000	A	1011000	A	312.36	A	312.30	A	312.33	A
USGS	08064550	2023-12-16	1012000	A	1011000	A	1011000	A	312.35	A	312.32	A	312.33	A
USGS	08064550	2023-12-17	1011000	A	1010000	A	1011000	A	312.33	A	312.31	A	312.32	A
USGS	08064550	2023-12-18	1010000	A	1009000	A	1010000	A	312.31	A	312.28	A	312.29	A
USGS	08064550	2023-12-19	1010000	A	1008000	A	1009000	A	312.29	A	312.26	A	312.28	A
USGS	08064550	2023-12-20	1009000	A	1008000	A	1009000	A	312.28	A	312.26	A	312.27	A
USGS	08064550	2023-12-21	1009000	A	1008000	A	1008000	A	312.27	A	312.25	A	312.26	A
USGS	08064550	2023-12-22	1009000	A	1008000	A	1008000	A	312.28	A	312.26	A	312.26	A
USGS	08064550	2023-12-23	1010000	A	1008000	A	1008000	A	312.30	A	312.25	A	312.26	A
USGS	08064550	2023-12-24	1017000	A	1009000	A	1013000	A	312.46	A	312.27	A	312.37	A
USGS	08064550	2023-12-25	1021000	A	1014000	A	1018000	A	312.56	A	312.39	A	312.48	A
USGS	08064550	2023-12-26	1035000	A	1021000	A	1028000	A	312.88	A	312.56	A	312.72	A
USGS	08064550	2023-12-27	1039000	A	1033000	A	1037000	A	312.98	A	312.85	A	312.94	A
USGS	08064550	2023-12-28	1041000	A	1039000	A	1040000	A	313.03	A	312.98	A	313.01	A
USGS	08064550	2023-12-29	1044000	A	1041000	A	1043000	A	313.10	A	313.03	A	313.07	A
USGS	08064550	2023-12-30	1045000	A	1043000	A	1044000	A	313.11	A	313.07	A	313.09	A
USGS	08064550	2023-12-31	1045000	A	1044000	A	1045000	A	313.13	A	313.10	A	313.11	A
USGS	08064550	2024-01-01	1045000	A	1044000	A	1045000	A	313.12	A	313.10	A	313.11	A
USGS	08064550	2024-01-02	1048000	A	1045000	A	1046000	A	313.19	A	313.11	A	313.13	A
USGS	08064550	2024-01-03	1049000	A	1048000	A	1049000	A	313.22	A	313.18	A	313.21	A
USGS	08064550	2024-01-04	1051000	A	1049000	A	1050000	A	313.26	A	313.22	A	313.24	A
USGS	08064550	2024-01-05	1053000	A	1050000	A	1052000	A	313.31	A	313.23	A	313.29	A
USGS	08064550	2024-01-06	1054000	A	1053000	A	1054000	A	313.34	A	313.31	A	313.32	A
USGS	08064550	2024-01-07	1056000	A	1054000	A	1055000	A	313.37	A	313.33	A	313.35	A
USGS	08064550	2024-01-08	1061000	A	1054000	A	1057000	A	313.50	A	313.33	A	313.41	A
USGS	08064550	2024-01-09	1062000	A	1059000	A	1060000	A	313.53	A	313.45	A	313.48	A
USGS	08064550	2024-01-10	1065000	A	1060000	A	1062000	A	313.58	A	313.47	A	313.51	A
USGS	08064550	2024-01-11	1065000	A	1062000	A	1063000	A	313.59	A	313.51	A	313.53	A
USGS	08064550	2024-01-12	1067000	A	1064000	A	1065000	A	313.63	A	313.56	A	313.59	A
USGS	08064550	2024-01-13	1067000	A	1061000	A	1065000	A	313.63	A	313.50	A	313.58	A
USGS	08064550	2024-01-14	1064000	A	1063000	A	1064000	A	313.57	A	313.54	A	313.55	A
USGS	08064550	2024-01-15	1064000	A	1062000	A	1063000	A	313.56	A	313.53	A	313.55	A
USGS	08064550	2024-01-16	1064000	A	1062000	A	1063000	A	313.56	A	313.52	A	313.54	A
USGS	08064550	2024-01-17	1065000	A	1064000	A	1064000	A	313.59	A	313.56	A	313.57	A
USGS	08064550	2024-01-18	1066000	A	1064000	A	1065000	A	313.62	A	313.57	A	313.58	A
USGS	08064550	2024-01-19	1064000	A	1062000	A	1063000	A	313.57	A	313.52	A	313.54	A
USGS	08064550	2024-01-20	1064000	A	1063000	A	1063000	A	313.56	A	313.54	A	313.55	A
USGS	08064550	2024-01-21	1064000	A	1062000	A	1063000	A	313.56	A	313.53	A	313.54	A
USGS	08064550	2024-01-22	1072000	A	1062000	A	1068000	A	313.76	A	313.53	A	313.66	A
USGS	08064550	2024-01-23	1091000	A	1072000	A	1080000	A	314.19	A	313.76	A	313.94	A
USGS	08064550	2024-01-24	1109000	A	1091000	A	1099000	A	314.61	A	314.19	A	314.39	A
USGS	08064550	2024-01-25	1123000	A	1109000	A	1117000	A	314.96	A	314.61	A	314.80	A
USGS	08064550	2024-01-26	1131000	A	1123000	A	1127000	A	315.13	A	314.96	A	315.05	A
USGS	08064550	2024-01-27	1133000	A	1130000	A	1132000	A	315.19	A	315.12	A	315.16	A
USGS	08064550	2024-01-28	1134000	A	1133000	A	1134000	A	315.20	A	315.18	A	315.20	A
USGS	08064550	2024-01-29	1134000	A	1134000	A	1134000	A	315.20	A	315.20	A	315.20	A
USGS	08064550	2024-01-30	1134000	A	1132000	A	1133000	A	315.20	A	315.17	A	315.18	A
USGS	08064550	2024-01-31	1132000	A	1131000	A	1132000	A	315.17	A	315.14	A	315.16	A
USGS	08064550	2024-02-01	1131000	A	1129000	A	1130000	A	315.14	A	315.10	A	315.12	A
USGS	08064550	2024-02-02	1130000	A	1127000	A	1129000	A	315.11	A	315.04	A	315.08	A
USGS	08064550	2024-02-03	1132000	A	1129000	A	1130000	A	315.15	A	315.08	A	315.12	A
USGS	08064550	2024-02-04	1135000	A	1131000	A	1133000	A	315.22	A	315.13	A	315.18	A
USGS	08064550	2024-02-05	1135000	A	1133000	A	1134000	A	315.23	A	315.19	A	315.22	A
USGS	08064550	2024-02-06	1135000	A	1133000	A	1134000	A	315.22	A	315.18	A	315.20	A
USGS	08064550	2024-02-07	1133000	A	1130000	A	1132000	A	315.19	A	315.12	A	315.16	A
USGS	08064550	2024-02-08	1131000	A	1129000	A	1130000	A	315.14	A	315.08	A	315.11	A
USGS	08064550	2024-02-09	1129000	A	1127000	A	1128000	A	315.08	A	315.05	A	315.07	A
USGS	08064550	2024-02-10	1132000	A	1126000	A	1129000	A	315.17	A	315.03	A	315.09	A
USGS	08064550	2024-02-11	1145000	A	1130000	A	1138000	A	315.46	A	315.12	A	315.29	A
USGS	08064550	2024-02-12	1150000	A	1144000	A	1148000	A	315.57	A	315.45	A	315.54	A
USGS	08064550	2024-02-13	1150000	A	1150000	A	1150000	A	315.59	A	315.57	A	315.59	A
USGS	08064550	2024-02-14	1150000	A	1149000	A	1150000	A	315.59	A	315.55	A	315.57	A
USGS	08064550	2024-02-15	1149000	A	1147000	A	1148000	A	315.56	A	315.52	A	315.53	A
USGS	08064550	2024-02-16	1148000	A	1143000	A	1146000	A	315.53	A	315.41	A	315.49	A
USGS	08064550	2024-02-17	1143000	A	1141000	A	1142000	A	315.42	A	315.36	A	315.38	A
USGS	08064550	2024-02-18	1141000	A	1138000	A	1140000	A	315.36	A	315.30	A	315.34	A
USGS	08064550	2024-02-19	1138000	A	1135000	A	1136000	A	315.30	A	315.22	A	315.26	A
USGS	08064550	2024-02-20	1135000	A	1132000	A	1133000	A	315.22	A	315.15	A	315.19	A
USGS	08064550	2024-02-21	1132000	A	1129000	A	1131000	A	315.15	A	315.10	A	315.13	A
USGS	08064550	2024-02-22	1130000	A	1128000	A	1129000	A	315.12	A	315.06	A	315.08	A
USGS	08064550	2024-02-23	1129000	A	1128000	A	1128000	A	315.09	A	315.06	A	315.08	A
USGS	08064550	2024-02-24	1129000	A	1129000	A	1129000	A	315.10	A	315.09	A	315.10	A
USGS	08064550	2024-02-25	1131000	A	1128000	A	1129000	A	315.13	A	315.07	A	315.09	A
USGS	08064550	2024-02-26	1129000	A	1128000	A	1128000	A	315.10	A	315.06	A	315.07	A
USGS	08064550	2024-02-27	1129000	A	1126000	A	1128000	A	315.08	A	315.03	A	315.06	A
USGS	08064550	2024-02-28	1128000	A	1124000	A	1126000	A	315.07	A	314.97	A	315.01	A
USGS	08064550	2024-02-29	1127000	A	1125000	A	1126000	A	315.04	A	314.99	A	315.02	A
USGS	08064550	2024-03-01	1127000	A	1126000	A	1127000	A	315.04	A	315.02	A	315.03	A
USGS	08064550	2024-03-02	1127000	A	1126000	A	1127000	A	315.05	A	315.03	A	315.04	A
USGS	08064550	2024-03-03	1128000	A	1126000	A	1127000	A	315.07	A	315.03	A	315.05	A
USGS	08064550	2024-03-04	1128000	A	1127000	A	1128000	A	315.07	A	315.04	A	315.06	A
USGS	08064550	2024-03-05	1129000	A	1126000	A	1128000	A	315.09	A	315.03	A	315.07	A
USGS	08064550	2024-03-06	1129000	A	1128000	A	1129000	A	315.08	A	315.07	A	315.08	A
USGS	08064550	2024-03-07	1129000	A	1127000	A	1129000	A	315.10	A	315.05	A	315.08	A
USGS	08064550	2024-03-08	1131000	A	1126000	A	1129000	A	315.13	A	315.03	A	315.09	A
USGS	08064550	2024-03-09	1129000	A	1126000	A	1127000	A	315.08	A	315.03	A	315.04	A
USGS	08064550	2024-03-10	1127000	A	1126000	A	1127000	A	315.05	A	315.03	A	315.04	A
USGS	08064550	2024-03-11	1128000	A	1127000	A	1128000	A	315.07	A	315.05	A	315.06	A
